"Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","GA","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC","CCL","SCL","SI","MG","TO","ITC","T5"
2016-03-24,2016,"Round 1","MCG","Steven Morris","Richmond","Carlton","Home",6172,0,1,3,4,100,0,0,1,0,71,2,2,4,0,0,0,2,0,2,0,0,0,0,0,18,23,0,0,1,133,1,1,0
2016-03-24,2016,"Round 1","MCG","Kade Simpson","Carlton","Richmond","Away",6172,0,6,23,23,74.2,0,1,2,0,95,21,10,31,10,0,0,1,0,4,2,2,7,1,0,118,104,2,0,3,537,9,7,0
2016-03-24,2016,"Round 1","MCG","Bryce Gibbs","Carlton","Richmond","Away",6172,1,7,22,21,70,0,1,0,0,82,15,15,30,6,1,0,7,2,4,2,2,1,1,1,127,116,1,1,10,377,1,3,0
2016-03-24,2016,"Round 1","MCG","Sam Docherty","Carlton","Richmond","Away",6172,0,8,21,24,82.8,1,0,3,0,84,13,16,29,6,0,0,2,0,1,0,2,3,2,0,99,118,0,0,6,365,3,8,0
2016-03-24,2016,"Round 1","MCG","Marc Murphy","Carlton","Richmond","Away",6172,1,6,20,22,81.5,0,1,0,1,73,16,11,27,7,1,1,6,0,6,3,1,1,4,0,126,123,0,3,6,640,5,4,0
2016-03-24,2016,"Round 1","MCG","Patrick Cripps","Carlton","Richmond","Away",6172,0,17,10,20,74.1,0,1,1,0,84,8,19,27,4,1,1,3,1,2,10,2,1,0,2,88,106,2,8,6,115,3,2,0
2016-03-24,2016,"Round 1","MCG","Sam Kerridge","Carlton","Richmond","Away",6172,1,10,15,17,70.8,0,1,0,0,86,16,8,24,7,0,1,2,0,8,6,4,0,1,1,92,86,2,4,4,446,6,3,0
2016-03-24,2016,"Round 1","MCG","Nicholas Graham","Carlton","Richmond","Away",6172,1,4,19,18,78.3,0,1,0,0,88,13,10,23,7,0,1,3,0,4,1,2,1,2,1,92,85,1,0,6,342,4,2,1
2016-03-24,2016,"Round 1","MCG","Edward Curnow","Carlton","Richmond","Away",6172,0,8,12,15,75,0,0,1,1,77,9,11,20,1,0,0,4,0,1,3,2,3,0,0,68,72,1,2,2,257,2,3,0
2016-03-24,2016,"Round 1","MCG","Zach Tuohy","Carlton","Richmond","Away",6172,2,5,14,16,88.9,0,0,2,0,89,13,5,18,5,0,0,1,0,6,0,3,1,1,2,63,86,0,0,7,246,3,6,0
2016-03-24,2016,"Round 1","MCG","Andrejs Everitt","Carlton","Richmond","Away",6172,1,6,11,16,94.1,0,2,0,1,72,8,9,17,5,2,0,2,0,2,1,1,0,1,0,78,104,1,0,4,271,2,3,2
2016-03-24,2016,"Round 1","MCG","Jacob Weitering","Carlton","Richmond","Away",6172,0,6,11,16,94.1,3,0,3,0,81,12,5,17,7,0,0,1,0,2,0,0,1,0,0,71,87,0,0,3,226,3,5,0
2016-03-24,2016,"Round 1","MCG","Blaine Boekhorst","Carlton","Richmond","Away",6172,0,4,9,11,73.3,0,0,2,0,88,11,4,15,6,0,1,3,0,5,1,0,1,0,0,72,69,0,1,6,308,0,3,2
2016-03-24,2016,"Round 1","MCG","Simon White","Carlton","Richmond","Away",6172,0,5,9,11,84.6,0,0,5,0,77,8,5,13,2,0,0,1,0,0,0,2,3,1,1,42,63,0,0,3,199,1,8,0
2016-03-24,2016,"Round 1","MCG","Jed Lamb","Carlton","Richmond","Away",6172,0,4,9,8,61.5,0,1,2,1,78,9,4,13,2,1,0,1,0,1,0,3,0,2,1,50,46,0,0,2,303,5,1,0
2016-03-24,2016,"Round 1","MCG","Sam Rowe","Carlton","Richmond","Away",6172,0,3,9,11,91.7,1,0,7,0,98,7,5,12,6,0,0,0,0,1,0,2,1,1,1,47,50,0,0,3,62,1,5,0
2016-03-24,2016,"Round 1","MCG","Matthew Wright","Carlton","Richmond","Away",6172,0,6,6,8,66.7,0,2,0,0,72,7,5,12,3,3,1,3,0,2,0,0,0,1,0,72,88,0,0,6,107,2,0,0
2016-03-24,2016,"Round 1","MCG","Levi Casboult","Carlton","Richmond","Away",6172,0,5,6,7,58.3,2,3,1,0,88,8,4,12,7,0,2,2,1,1,0,1,0,1,0,65,51,0,0,2,67,1,0,2
2016-03-24,2016,"Round 1","MCG","Matthew Kreuzer","Carlton","Richmond","Away",6172,0,4,5,7,70,0,0,4,0,68,5,5,10,2,1,0,3,16,2,3,4,2,0,2,59,62,0,3,4,105,3,0,0
2016-03-24,2016,"Round 1","MCG","Andrew Walker","Carlton","Richmond","Away",6172,1,6,3,5,55.6,2,3,1,0,80,7,2,9,4,1,1,1,0,2,0,1,0,1,0,49,52,0,0,3,114,2,3,0
2016-03-24,2016,"Round 1","MCG","Michael Jamison","Carlton","Richmond","Away",6172,0,4,7,8,88.9,0,0,6,0,85,4,5,9,3,0,0,0,0,0,1,1,2,0,1,28,47,1,0,1,66,1,3,0
2016-03-24,2016,"Round 1","MCG","Andrew Phillips","Carlton","Richmond","Away",6172,0,4,3,5,100,1,1,3,0,67,3,2,5,2,1,0,2,21,2,1,1,0,0,1,51,61,0,1,3,88,1,1,1
2016-03-24,2016,"Round 1","MCG","Dylan Buckley","Carlton","Richmond","Away",6172,0,1,3,3,100,0,0,0,0,88,2,1,3,3,0,0,3,0,1,0,3,0,1,2,24,17,0,0,0,69,1,0,0
2016-03-26,2016,"Round 1","MCG","Jack Viney","Melbourne","GWS","Home",6173,0,15,19,20,62.5,1,0,0,2,86,14,18,32,5,0,0,6,0,4,4,5,1,4,2,115,106,3,1,11,517,6,1,0
2016-03-26,2016,"Round 1","MCG","Nathan Jones","Melbourne","GWS","Home",6173,0,6,19,21,77.8,1,0,0,0,91,14,13,27,3,0,1,4,0,8,3,3,1,0,3,85,90,2,1,9,440,3,3,1
2016-03-26,2016,"Round 1","MCG","Tom McDonald","Melbourne","GWS","Home",6173,0,6,13,20,90.9,2,0,6,2,92,17,5,22,8,0,0,0,0,1,0,1,5,1,0,86,110,0,0,5,389,2,12,0
2016-03-26,2016,"Round 1","MCG","Clayton Oliver","Melbourne","GWS","Home",6173,0,15,7,16,72.7,1,0,2,0,58,5,17,22,2,0,0,2,0,1,7,3,1,1,1,61,75,5,2,6,112,4,3,1
2016-03-26,2016,"Round 1","MCG","Bernie Vince","Melbourne","GWS","Home",6173,0,8,11,17,81,2,0,2,1,85,17,4,21,3,1,0,3,0,1,2,4,5,5,2,85,101,2,0,3,315,8,7,0
2016-03-26,2016,"Round 1","MCG","Ben Kennedy","Melbourne","GWS","Home",6173,3,8,13,17,81,0,1,4,2,82,12,9,21,4,1,1,1,0,3,2,0,1,0,0,77,115,0,2,7,443,3,1,0
2016-03-26,2016,"Round 1","MCG","Matt Jones","Melbourne","GWS","Home",6173,0,8,13,20,95.2,0,0,1,0,86,7,14,21,6,0,0,3,0,1,1,0,1,1,0,80,90,0,1,8,152,0,3,2
2016-03-26,2016,"Round 1","MCG","Jack Watts","Melbourne","GWS","Home",6173,2,6,12,14,77.8,2,3,0,0,85,14,4,18,10,1,1,1,0,3,0,5,2,0,1,88,89,0,0,6,340,4,2,1
2016-03-26,2016,"Round 1","MCG","Dom Tyson","Melbourne","GWS","Home",6173,2,7,10,12,70.6,1,0,0,0,76,8,9,17,5,0,0,2,0,3,3,3,4,0,0,65,62,1,2,2,183,4,3,0
2016-03-26,2016,"Round 1","MCG","Jesse Hogan","Melbourne","GWS","Home",6173,0,8,10,12,70.6,1,1,2,1,91,14,3,17,6,3,0,3,0,6,0,4,1,3,0,99,103,0,0,6,325,4,3,1
2016-03-26,2016,"Round 1","MCG","Aaron Vandenberg","Melbourne","GWS","Home",6173,0,7,11,9,52.9,2,1,0,0,85,8,9,17,3,2,0,1,0,6,1,4,0,0,0,67,65,0,1,4,375,6,1,1
2016-03-26,2016,"Round 1","MCG","Neville Jetta","Melbourne","GWS","Home",6173,0,4,11,14,93.3,0,0,3,0,94,7,8,15,4,0,0,5,0,0,0,1,0,1,0,70,72,0,0,4,178,1,2,1
2016-03-26,2016,"Round 1","MCG","Christian Salem","Melbourne","GWS","Home",6173,0,6,7,11,73.3,1,0,1,0,88,13,2,15,5,0,0,2,0,2,1,2,4,1,0,67,66,0,1,2,441,3,4,0
2016-03-26,2016,"Round 1","MCG","Max Gawn","Melbourne","GWS","Home",6173,0,6,8,13,92.9,2,1,2,0,88,6,8,14,4,0,1,2,26,3,0,2,0,3,2,78,95,0,0,7,209,1,3,1
2016-03-26,2016,"Round 1","MCG","Tomas Bugg","Melbourne","GWS","Home",6173,0,6,8,9,69.2,0,0,1,0,74,5,8,13,0,0,0,3,0,0,0,4,1,2,1,42,41,0,0,0,50,3,2,1
2016-03-26,2016,"Round 1","MCG","Dean Kent","Melbourne","GWS","Home",6173,0,2,12,12,92.3,0,0,0,2,87,11,2,13,5,1,0,3,0,4,0,3,0,1,1,68,73,0,0,5,397,2,1,0
2016-03-26,2016,"Round 1","MCG","Jeff Garlett","Melbourne","GWS","Home",6173,0,1,10,10,83.3,0,1,1,3,83,9,3,12,3,2,0,5,0,3,0,4,0,0,2,68,71,0,0,6,285,2,0,2
2016-03-26,2016,"Round 1","MCG","Cameron Pedersen","Melbourne","GWS","Home",6173,0,6,7,8,66.7,1,2,1,0,83,8,4,12,4,0,0,4,1,2,1,3,2,1,2,56,61,0,1,3,215,4,3,1
2016-03-26,2016,"Round 1","MCG","Colin Garland","Melbourne","GWS","Home",6173,0,1,10,11,100,0,0,3,0,88,8,3,11,8,0,0,3,0,0,0,1,1,0,1,63,58,0,0,3,193,1,2,0
2016-03-26,2016,"Round 1","MCG","Oscar McDonald","Melbourne","GWS","Home",6173,0,4,7,5,45.5,1,0,3,0,66,3,8,11,3,0,0,0,0,1,0,2,2,0,1,31,32,0,0,2,59,3,3,0
2016-03-26,2016,"Round 1","MCG","James Harmes","Melbourne","GWS","Home",6173,1,3,6,7,87.5,0,0,3,3,64,4,4,8,2,1,0,1,0,2,0,2,0,0,1,33,46,0,0,4,33,1,0,0
2016-03-26,2016,"Round 1","MCG","Sam Frost","Melbourne","GWS","Home",6173,0,0,7,4,57.1,0,1,2,0,66,4,3,7,4,0,1,0,0,2,0,3,0,0,2,25,17,0,0,2,121,3,0,0
2016-03-26,2016,"Round 1","MCG","Heath Shaw","GWS","Melbourne","Away",6173,0,7,20,15,50,0,0,3,3,93,25,5,30,7,0,0,2,0,3,0,8,10,1,2,109,87,0,0,4,500,9,9,0
2016-03-26,2016,"Round 1","MCG","Dylan Shiel","GWS","Melbourne","Away",6173,0,10,19,20,69,0,0,2,4,76,13,16,29,4,0,0,2,0,4,5,3,4,0,1,88,102,4,1,3,451,5,3,0
2016-03-26,2016,"Round 1","MCG","Callan Ward","GWS","Melbourne","Away",6173,0,14,12,22,78.6,2,1,5,0,79,14,14,28,6,2,2,1,2,3,4,0,1,2,0,110,142,3,1,9,260,0,7,0
2016-03-26,2016,"Round 1","MCG","Tom Scully","GWS","Melbourne","Away",6173,0,7,20,19,70.4,0,1,1,4,86,19,8,27,6,1,1,1,0,5,4,4,1,1,1,100,94,1,3,10,652,7,2,1
2016-03-26,2016,"Round 1","MCG","Steve Johnson","GWS","Melbourne","Away",6173,0,8,15,14,60.9,0,1,2,0,85,11,12,23,4,2,2,3,0,2,3,3,1,1,1,93,96,0,3,8,391,7,1,1
2016-03-26,2016,"Round 1","MCG","Nathan Wilson","GWS","Melbourne","Away",6173,0,3,15,19,86.4,0,0,1,0,85,19,3,22,6,0,0,1,0,4,0,2,7,3,0,88,85,0,0,3,682,5,4,0
2016-03-26,2016,"Round 1","MCG","Lachie Whitfield","GWS","Melbourne","Away",6173,0,8,14,15,68.2,0,0,0,0,80,12,10,22,5,0,1,3,0,4,1,2,0,1,1,82,73,0,1,8,344,2,4,0
2016-03-26,2016,"Round 1","MCG","Joshua Kelly","GWS","Melbourne","Away",6173,2,5,14,15,83.3,0,0,0,2,76,10,8,18,3,0,0,4,0,5,3,1,4,0,0,71,86,0,3,5,364,0,0,1
2016-03-26,2016,"Round 1","MCG","Adam Kennedy","GWS","Melbourne","Away",6173,0,3,12,11,68.8,1,0,1,1,80,11,5,16,5,0,0,3,0,1,1,2,1,1,0,71,57,1,0,2,219,4,2,0
2016-03-26,2016,"Round 1","MCG","Devon Smith","GWS","Melbourne","Away",6173,0,6,9,10,62.5,0,2,1,0,75,9,7,16,5,1,2,2,0,2,0,2,0,0,0,72,73,0,0,7,288,2,0,2
2016-03-26,2016,"Round 1","MCG","Ryan Griffen","GWS","Melbourne","Away",6173,0,9,8,12,80,0,0,3,0,83,4,11,15,2,0,1,5,0,3,3,1,1,1,0,62,81,1,2,6,265,2,2,1
2016-03-26,2016,"Round 1","MCG","Rhys Palmer","GWS","Melbourne","Away",6173,2,6,8,13,86.7,0,0,0,0,83,8,7,15,3,0,0,1,0,3,1,2,0,0,1,48,65,0,1,8,180,1,1,1
2016-03-26,2016,"Round 1","MCG","Phil Davis","GWS","Melbourne","Away",6173,0,11,5,12,80,3,0,9,0,95,4,11,15,6,0,0,3,0,0,0,2,3,2,1,63,94,0,0,5,54,1,14,0
2016-03-26,2016,"Round 1","MCG","Rory Lobb","GWS","Melbourne","Away",6173,2,9,7,11,73.3,4,5,6,0,87,8,7,15,7,2,3,2,0,0,0,2,0,1,2,77,100,0,0,10,220,1,2,1
2016-03-26,2016,"Round 1","MCG","Caleb Marchbank","GWS","Melbourne","Away",6173,0,7,8,10,66.7,1,0,6,0,79,8,7,15,4,0,1,4,0,2,2,1,3,2,1,66,93,0,2,5,207,2,5,0
2016-03-26,2016,"Round 1","MCG","Toby Greene","GWS","Melbourne","Away",6173,0,3,9,9,75,0,1,1,0,79,9,3,12,3,1,1,3,0,0,0,6,0,1,2,56,51,0,0,5,106,2,1,0
2016-03-26,2016,"Round 1","MCG","Shane Mumford","GWS","Melbourne","Away",6173,0,5,6,10,90.9,1,0,1,0,88,1,10,11,3,0,0,3,25,0,2,7,2,1,6,52,65,0,2,5,2,1,3,1
2016-03-26,2016,"Round 1","MCG","Jack Steele","GWS","Melbourne","Away",6173,1,2,9,8,72.7,0,0,1,0,70,6,5,11,3,1,0,2,0,3,1,2,1,2,2,47,47,0,1,6,194,1,0,0
2016-03-26,2016,"Round 1","MCG","Matthew Buntine","GWS","Melbourne","Away",6173,0,4,6,9,90,1,0,5,0,85,6,4,10,3,0,0,1,0,1,0,1,2,1,0,40,55,0,0,2,101,1,3,0
2016-03-26,2016,"Round 1","MCG","Adam Tomlinson","GWS","Melbourne","Away",6173,0,4,6,5,55.6,1,2,4,0,88,6,3,9,4,0,1,2,0,2,0,2,0,0,1,42,48,0,0,6,175,3,0,1
2016-03-26,2016,"Round 1","MCG","Aidan Corr","GWS","Melbourne","Away",6173,0,5,4,7,87.5,2,0,8,0,82,4,4,8,4,0,0,2,0,3,1,1,1,0,1,37,58,1,0,3,119,0,5,0
2016-03-26,2016,"Round 1","MCG","James Stewart","GWS","Melbourne","Away",6173,0,1,3,2,50,0,1,0,0,65,2,2,4,2,0,1,0,0,0,0,1,0,1,1,15,8,0,0,2,73,1,0,0
2016-03-26,2016,"Round 1","People First Stadium","Aaron Hall","Gold Coast","Essendon","Home",6174,0,11,25,26,72.2,0,0,1,1,77,19,17,36,4,2,1,3,0,9,4,2,1,0,1,125,129,3,1,11,695,5,2,0
2016-03-26,2016,"Round 1","People First Stadium","Gary Ablett","Gold Coast","Essendon","Home",6174,1,14,21,24,70.6,0,2,0,2,87,20,14,34,4,1,3,7,0,7,9,4,1,3,2,134,139,3,6,11,551,4,3,3
2016-03-26,2016,"Round 1","People First Stadium","Matthew Rosa","Gold Coast","Essendon","Home",6174,2,7,26,26,81.2,0,0,1,1,86,16,16,32,9,0,0,1,0,5,1,2,1,0,1,108,105,0,1,8,359,5,3,0
2016-03-26,2016,"Round 1","People First Stadium","Dion Prestia","Gold Coast","Essendon","Home",6174,0,9,22,19,65.5,0,0,1,1,67,13,16,29,3,1,0,9,0,8,4,4,2,0,0,122,107,0,4,10,577,7,3,0
2016-03-26,2016,"Round 1","People First Stadium","Michael Rischitelli","Gold Coast","Essendon","Home",6174,0,13,14,25,92.6,0,0,1,1,79,7,20,27,3,0,0,7,0,3,10,0,1,2,0,100,108,8,2,10,245,1,2,1
2016-03-26,2016,"Round 1","People First Stadium","Alex Sexton","Gold Coast","Essendon","Home",6174,2,3,19,14,60.9,0,1,1,0,85,15,8,23,6,1,2,3,0,2,1,4,4,0,1,96,83,0,1,9,499,4,2,1
2016-03-26,2016,"Round 1","People First Stadium","Jarrod Harbrow","Gold Coast","Essendon","Home",6174,0,8,12,13,65,0,0,0,5,82,10,10,20,3,0,1,2,0,3,0,4,2,0,1,65,60,0,0,3,315,3,5,0
2016-03-26,2016,"Round 1","People First Stadium","Jesse Lonergan","Gold Coast","Essendon","Home",6174,1,8,11,16,80,0,0,0,0,67,9,11,20,3,1,0,6,0,4,2,2,0,0,0,88,96,2,0,7,215,3,6,2
2016-03-26,2016,"Round 1","People First Stadium","Touk Miller","Gold Coast","Essendon","Home",6174,0,7,15,13,65,0,0,1,0,74,9,11,20,2,1,2,2,0,1,1,4,0,1,1,69,76,1,0,8,339,3,1,1
2016-03-26,2016,"Round 1","People First Stadium","Nick Malceski","Gold Coast","Essendon","Home",6174,1,8,12,10,52.6,2,2,0,0,86,12,7,19,4,1,2,3,0,4,1,4,1,2,2,78,81,0,1,6,447,6,5,1
2016-03-26,2016,"Round 1","People First Stadium","Tom Lynch","Gold Coast","Essendon","Home",6174,1,10,6,11,61.1,3,4,1,0,95,8,10,18,7,4,1,4,0,0,0,7,0,1,2,101,99,0,0,10,61,7,2,3
2016-03-26,2016,"Round 1","People First Stadium","Ryan Davis","Gold Coast","Essendon","Home",6174,0,8,10,9,52.9,0,1,0,0,75,8,9,17,1,0,2,4,0,3,1,2,1,1,0,64,57,0,1,5,149,4,3,2
2016-03-26,2016,"Round 1","People First Stadium","Trent McKenzie","Gold Coast","Essendon","Home",6174,0,4,13,13,76.5,0,0,0,0,77,13,4,17,7,0,0,5,0,3,0,0,2,1,0,89,80,0,0,5,226,1,9,0
2016-03-26,2016,"Round 1","People First Stadium","Steven May","Gold Coast","Essendon","Home",6174,0,4,11,13,81.2,2,0,10,0,93,12,4,16,6,0,0,2,0,3,0,1,5,0,1,67,96,0,0,6,405,1,5,0
2016-03-26,2016,"Round 1","People First Stadium","Sam Day","Gold Coast","Essendon","Home",6174,2,7,8,14,93.3,1,2,4,0,95,7,8,15,4,2,0,2,2,3,1,3,0,3,2,68,96,0,1,9,173,2,2,1
2016-03-26,2016,"Round 1","People First Stadium","Clay Cameron","Gold Coast","Essendon","Home",6174,1,3,12,10,66.7,0,0,3,0,86,7,8,15,7,0,0,3,0,1,1,0,1,1,0,71,49,0,1,3,178,3,2,0
2016-03-26,2016,"Round 1","People First Stadium","Adam Saad","Gold Coast","Essendon","Home",6174,0,4,11,13,86.7,1,0,4,6,79,7,8,15,6,0,1,3,0,3,0,0,3,0,0,68,77,0,0,5,276,2,6,0
2016-03-26,2016,"Round 1","People First Stadium","Rory Thompson","Gold Coast","Essendon","Home",6174,0,5,9,12,85.7,0,0,5,0,90,10,4,14,4,0,0,2,1,1,0,1,2,2,0,61,75,0,0,1,196,1,8,0
2016-03-26,2016,"Round 1","People First Stadium","Jack Martin","Gold Coast","Essendon","Home",6174,2,5,7,11,84.6,0,2,1,0,79,8,5,13,4,2,0,8,0,2,0,1,0,1,0,91,91,0,0,5,161,1,1,7
2016-03-26,2016,"Round 1","People First Stadium","Tom Nicholls","Gold Coast","Essendon","Home",6174,0,6,5,7,70,0,0,4,0,87,5,5,10,3,0,0,4,24,1,1,4,1,0,2,68,95,0,1,5,82,2,3,0
2016-03-26,2016,"Round 1","People First Stadium","Sean Lemmens","Gold Coast","Essendon","Home",6174,0,2,8,6,60,0,0,0,0,78,4,6,10,0,0,0,2,0,0,0,3,0,1,1,30,24,0,0,3,91,3,3,0
2016-03-26,2016,"Round 1","People First Stadium","Callum Ah Chee","Gold Coast","Essendon","Home",6174,0,6,2,6,75,0,1,2,0,74,4,4,8,1,1,1,5,0,0,0,1,0,1,0,51,58,0,0,4,102,1,2,2
2016-03-26,2016,"Round 1","People First Stadium","David Zaharakis","Essendon","Gold Coast","Away",6174,1,12,20,24,72.7,0,1,3,4,84,21,12,33,5,2,2,2,0,8,5,2,1,1,0,125,132,2,3,7,806,8,3,0
2016-03-26,2016,"Round 1","People First Stadium","Zachary Merrett","Essendon","Gold Coast","Away",6174,0,12,23,25,80.6,0,0,4,0,74,18,13,31,10,0,0,3,0,4,4,3,4,0,1,119,114,2,2,4,510,3,4,0
2016-03-26,2016,"Round 1","People First Stadium","Mathew Stokes","Essendon","Gold Coast","Away",6174,1,7,20,15,55.6,0,1,1,0,90,18,9,27,7,3,1,1,0,5,0,7,2,1,0,117,73,0,0,7,478,8,3,0
2016-03-26,2016,"Round 1","People First Stadium","James Kelly","Essendon","Gold Coast","Away",6174,0,10,16,18,69.2,0,1,2,0,81,15,11,26,8,0,0,7,0,1,2,4,5,2,1,118,100,2,0,0,376,8,7,0
2016-03-26,2016,"Round 1","People First Stadium","Darcy Parish","Essendon","Gold Coast","Away",6174,0,12,14,16,64,0,1,2,0,78,8,17,25,5,0,0,6,0,2,6,3,1,0,0,97,69,2,4,4,139,5,1,0
2016-03-26,2016,"Round 1","People First Stadium","Brendon Goddard","Essendon","Gold Coast","Away",6174,0,10,14,19,79.2,0,0,1,0,83,8,16,24,7,0,0,1,0,0,3,4,2,1,2,76,81,2,1,3,139,2,4,0
2016-03-26,2016,"Round 1","People First Stadium","Jackson Merrett","Essendon","Gold Coast","Away",6174,0,5,16,17,81,0,1,1,0,84,9,12,21,4,0,0,3,0,2,0,1,0,0,0,75,57,0,0,3,96,3,3,1
2016-03-26,2016,"Round 1","People First Stadium","Martin Gleeson","Essendon","Gold Coast","Away",6174,0,1,16,15,78.9,0,0,3,0,83,11,8,19,5,0,0,2,0,0,0,4,5,0,0,72,49,0,0,1,147,3,2,0
2016-03-26,2016,"Round 1","People First Stadium","James Gwilt","Essendon","Gold Coast","Away",6174,0,4,14,16,88.9,0,0,2,0,85,11,7,18,5,0,0,1,0,0,0,2,6,0,1,63,69,0,0,1,286,0,5,0
2016-03-26,2016,"Round 1","People First Stadium","Jonathan Simpkin","Essendon","Gold Coast","Away",6174,1,8,10,13,76.5,0,0,2,0,77,8,9,17,3,0,0,2,0,0,1,6,3,0,3,50,72,0,1,4,223,6,7,0
2016-03-26,2016,"Round 1","People First Stadium","Mark Baguley","Essendon","Gold Coast","Away",6174,1,4,10,13,81.2,1,0,5,0,89,11,5,16,7,0,0,3,0,1,0,4,3,0,1,73,71,0,0,2,252,2,6,0
