"Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","GA","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC","CCL","SCL","SI","MG","TO","ITC","T5"
2015-04-02,2015,"Round 1","MCG","Cameron Wood","Carlton","Richmond","Home",5964,0,7,4,6,54.5,1,1,3,0,89,8,3,11,2,0,1,1,28,2,6,4,2,1,3,61,60,4,2,2,151,2,1,0
2015-04-02,2015,"Round 1","MCG","Clem Smith","Carlton","Richmond","Home",5964,0,3,7,7,63.6,0,0,0,1,73,7,4,11,4,0,0,0,0,3,0,3,0,0,1,38,33,0,0,4,228,4,2,0
2015-04-02,2015,"Round 1","MCG","Lachlan Henderson","Carlton","Richmond","Home",5964,1,4,7,6,60,1,0,3,0,91,9,1,10,6,0,2,2,0,4,0,2,0,0,1,54,60,0,0,6,257,3,0,1
2015-04-02,2015,"Round 1","MCG","Sam Rowe","Carlton","Richmond","Home",5964,0,4,5,6,66.7,0,1,6,0,87,6,3,9,3,2,0,2,5,0,1,1,1,1,0,59,63,0,1,2,79,0,2,0
2015-04-02,2015,"Round 1","MCG","Zach Tuohy","Carlton","Richmond","Home",5964,0,0,9,9,100,0,0,1,0,92,6,3,9,5,1,0,0,0,0,0,0,2,0,0,45,49,0,0,3,208,1,0,0
2015-04-02,2015,"Round 1","MCG","Michael Jamison","Carlton","Richmond","Home",5964,0,3,5,5,62.5,0,0,6,0,96,4,4,8,2,0,0,1,0,1,0,1,1,0,0,30,35,0,0,3,99,2,4,0
2015-04-02,2015,"Round 1","MCG","Liam Jones","Carlton","Richmond","Home",5964,0,4,1,5,83.3,1,1,0,0,84,4,2,6,1,2,1,4,0,1,0,1,0,1,0,49,54,0,0,4,34,1,1,0
2015-04-02,2015,"Round 1","MCG","Kristian Jaksch","Carlton","Richmond","Home",5964,0,1,4,3,60,1,1,6,0,88,5,0,5,5,1,0,1,0,3,0,4,1,0,4,28,30,0,0,2,199,2,0,0
2015-04-02,2015,"Round 1","MCG","Dale Thomas","Carlton","Richmond","Home",5964,0,1,0,1,100,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,1,-7,0,0,0
2015-04-02,2015,"Round 1","MCG","Taylor Hunt","Richmond","Carlton","Away",5964,0,5,21,23,85.2,0,0,0,6,84,17,10,27,8,0,0,5,0,2,1,2,5,3,1,115,117,0,1,6,446,2,4,0
2015-04-02,2015,"Round 1","MCG","Brandon Ellis","Richmond","Carlton","Away",5964,0,8,18,16,61.5,1,0,1,0,87,15,11,26,9,0,1,7,0,2,2,2,3,1,1,121,123,0,2,8,355,4,5,3
2015-04-02,2015,"Round 1","MCG","Anthony Miles","Richmond","Carlton","Away",5964,3,7,16,22,95.7,0,0,0,0,82,10,13,23,4,0,0,4,0,3,3,0,0,0,0,84,109,2,1,7,249,0,1,2
2015-04-02,2015,"Round 1","MCG","Kamdyn McIntosh","Richmond","Carlton","Away",5964,1,8,15,18,78.3,0,2,2,5,85,14,9,23,9,1,2,2,0,4,2,4,0,1,1,101,120,0,2,9,501,3,5,0
2015-04-02,2015,"Round 1","MCG","Shane Edwards","Richmond","Carlton","Away",5964,3,15,7,16,76.2,0,0,1,0,83,9,12,21,1,0,0,3,0,2,7,1,1,1,0,67,103,2,5,9,332,2,1,1
2015-04-02,2015,"Round 1","MCG","Bachar Houli","Richmond","Carlton","Away",5964,1,1,18,16,76.2,1,0,1,9,85,15,6,21,5,0,2,1,0,7,0,1,4,0,0,78,102,0,0,7,709,5,1,0
2015-04-02,2015,"Round 1","MCG","Nick Vlastuin","Richmond","Carlton","Away",5964,0,8,11,19,90.5,2,0,3,0,83,9,12,21,6,0,0,7,0,2,0,1,2,1,0,98,115,0,0,6,347,3,13,0
2015-04-02,2015,"Round 1","MCG","Brett Deledio","Richmond","Carlton","Away",5964,0,6,12,13,72.2,1,1,1,2,69,9,9,18,3,0,2,0,0,2,1,2,1,0,1,53,66,1,0,7,181,2,1,0
2015-04-02,2015,"Round 1","MCG","Alex Rance","Richmond","Carlton","Away",5964,0,5,14,17,94.4,0,0,12,1,96,9,9,18,4,0,0,0,0,1,1,0,5,1,0,58,112,0,1,5,288,1,7,0
2015-04-02,2015,"Round 1","MCG","Jack Riewoldt","Richmond","Carlton","Away",5964,1,7,9,10,58.8,3,3,0,0,98,13,4,17,8,4,0,0,0,4,0,6,0,0,2,89,89,0,0,10,268,8,0,0
2015-04-02,2015,"Round 1","MCG","Shaun Grigg","Richmond","Carlton","Away",5964,0,4,11,12,70.6,0,0,0,0,81,9,8,17,4,2,2,2,2,2,3,0,0,1,0,80,74,3,0,6,283,2,1,0
2015-04-02,2015,"Round 1","MCG","Trent Cotchin","Richmond","Carlton","Away",5964,1,5,12,9,52.9,0,1,0,0,86,6,11,17,3,0,1,1,0,0,1,0,1,0,0,54,63,0,1,4,203,3,1,1
2015-04-02,2015,"Round 1","MCG","Jake Batchelor","Richmond","Carlton","Away",5964,0,2,12,13,86.7,1,0,5,3,84,9,6,15,5,0,0,2,0,1,1,1,2,0,1,59,76,0,1,5,291,0,2,0
2015-04-02,2015,"Round 1","MCG","Sam Lloyd","Richmond","Carlton","Away",5964,0,4,9,10,71.4,0,2,0,1,80,10,4,14,7,3,2,1,0,4,1,2,0,0,1,80,92,0,1,8,314,1,0,1
2015-04-02,2015,"Round 1","MCG","Troy Chaplin","Richmond","Carlton","Away",5964,0,7,6,11,84.6,0,0,1,2,100,9,4,13,1,0,0,2,0,0,0,3,2,2,2,42,67,0,0,5,165,2,8,0
2015-04-02,2015,"Round 1","MCG","Ivan Maric","Richmond","Carlton","Away",5964,0,9,4,11,84.6,2,0,1,0,88,8,5,13,4,0,0,4,33,1,4,2,1,2,2,91,82,1,3,5,160,1,2,0
2015-04-02,2015,"Round 1","MCG","Dustin Martin","Richmond","Carlton","Away",5964,0,3,11,7,53.8,0,0,0,0,83,8,5,13,0,1,0,4,0,5,0,4,0,0,1,53,51,0,0,2,255,6,1,0
2015-04-02,2015,"Round 1","MCG","Benjamin Griffiths","Richmond","Carlton","Away",5964,0,4,8,11,91.7,2,3,0,0,86,8,4,12,6,3,1,0,4,4,0,1,0,2,1,72,79,0,0,9,296,0,0,0
2015-04-02,2015,"Round 1","MCG","Dylan Grimes","Richmond","Carlton","Away",5964,0,7,3,8,72.7,0,0,4,0,88,4,7,11,1,0,0,1,0,1,0,2,3,1,0,34,45,0,0,6,136,4,8,0
2015-04-02,2015,"Round 1","MCG","Chris Newman","Richmond","Carlton","Away",5964,0,3,4,6,85.7,0,0,3,0,65,6,1,7,1,0,0,1,0,3,0,2,2,2,1,26,36,0,0,1,231,3,2,0
2015-04-02,2015,"Round 1","MCG","Nathan Gordon","Richmond","Carlton","Away",5964,0,1,4,2,40,0,0,0,0,21,3,2,5,1,1,0,0,0,3,0,2,0,1,0,23,6,0,0,1,77,2,1,0
2015-04-02,2015,"Round 1","MCG","Steven Morris","Richmond","Carlton","Away",5964,0,2,2,3,100,0,0,4,0,87,0,3,3,1,0,0,4,0,1,0,5,0,1,5,11,26,0,0,2,-4,1,1,2
2015-04-04,2015,"Round 1","MCG","Tom McDonald","Melbourne","Gold Coast","Home",5965,0,9,16,20,76.9,2,0,6,0,93,18,8,26,12,0,1,4,0,1,1,2,7,2,0,125,125,1,0,5,414,4,11,0
2015-04-04,2015,"Round 1","MCG","Nathan Jones","Melbourne","Gold Coast","Home",5965,0,8,16,17,68,0,0,0,0,90,14,11,25,3,1,0,6,0,5,2,4,2,1,0,104,99,1,1,8,450,3,2,0
2015-04-04,2015,"Round 1","MCG","Daniel Cross","Melbourne","Gold Coast","Home",5965,1,11,14,16,66.7,2,0,2,0,89,15,9,24,8,0,0,4,0,4,3,4,3,0,3,94,99,2,1,3,431,5,6,0
2015-04-04,2015,"Round 1","MCG","Jack Viney","Melbourne","Gold Coast","Home",5965,1,8,16,18,75,0,0,1,0,85,16,8,24,6,0,0,4,1,5,6,6,1,1,5,85,91,3,3,6,504,7,1,0
2015-04-04,2015,"Round 1","MCG","Jeremy Howe","Melbourne","Gold Coast","Home",5965,0,8,13,20,95.2,1,0,2,1,88,12,9,21,6,0,0,3,0,2,0,0,3,3,0,87,119,0,0,6,251,2,9,0
2015-04-04,2015,"Round 1","MCG","Jeff Garlett","Melbourne","Gold Coast","Home",5965,1,12,7,10,50,1,2,1,2,91,14,6,20,3,2,4,6,0,5,3,2,0,2,0,105,121,2,1,12,384,2,4,4
2015-04-04,2015,"Round 1","MCG","Dom Tyson","Melbourne","Gold Coast","Home",5965,0,11,8,14,70,0,0,1,0,83,11,9,20,4,2,0,2,0,3,6,2,2,0,1,80,81,2,4,6,363,3,0,1
2015-04-04,2015,"Round 1","MCG","Jack Watts","Melbourne","Gold Coast","Home",5965,1,6,11,12,70.6,1,3,1,0,86,11,6,17,7,3,1,1,0,2,0,4,0,1,1,87,101,0,0,9,290,4,0,1
2015-04-04,2015,"Round 1","MCG","Aaron Vandenberg","Melbourne","Gold Coast","Home",5965,1,9,8,9,52.9,2,2,2,0,83,11,6,17,4,1,2,1,0,2,2,0,3,0,0,69,99,0,2,6,258,3,2,0
2015-04-04,2015,"Round 1","MCG","Lynden Dunn","Melbourne","Gold Coast","Home",5965,1,5,11,12,75,0,0,5,0,95,11,5,16,6,0,0,3,0,2,0,1,1,0,0,73,86,1,0,4,305,2,6,0
2015-04-04,2015,"Round 1","MCG","Ben Newton","Melbourne","Gold Coast","Home",5965,0,6,10,11,68.8,0,0,0,0,70,11,5,16,6,2,1,6,0,2,1,2,2,1,1,96,78,0,1,4,319,2,2,0
2015-04-04,2015,"Round 1","MCG","Colin Garland","Melbourne","Gold Coast","Home",5965,0,6,10,12,80,0,0,3,0,90,9,6,15,4,1,0,3,0,0,1,0,2,1,0,70,91,1,0,5,197,0,4,0
2015-04-04,2015,"Round 1","MCG","Jesse Hogan","Melbourne","Gold Coast","Home",5965,0,9,6,12,80,4,2,0,0,86,9,6,15,7,2,0,0,0,4,1,0,0,1,0,73,79,1,0,5,190,2,1,0
2015-04-04,2015,"Round 1","MCG","Christian Salem","Melbourne","Gold Coast","Home",5965,0,5,8,7,53.8,1,0,5,0,90,10,3,13,2,1,0,2,0,1,0,3,1,1,1,54,55,0,0,3,218,3,3,0
2015-04-04,2015,"Round 1","MCG","Jay K-Harris","Melbourne","Gold Coast","Home",5965,2,5,7,10,76.9,0,0,0,0,81,8,5,13,4,0,0,1,0,2,0,1,0,1,0,51,50,0,0,2,194,2,4,1
2015-04-04,2015,"Round 1","MCG","Heritier Lumumba","Melbourne","Gold Coast","Home",5965,1,4,9,12,100,0,0,3,0,92,9,3,12,3,1,0,0,0,2,0,2,1,0,2,42,73,0,0,7,337,2,3,0
2015-04-04,2015,"Round 1","MCG","Neville Jetta","Melbourne","Gold Coast","Home",5965,0,3,8,11,91.7,0,0,2,0,91,7,5,12,6,0,0,3,0,0,1,1,2,0,0,61,56,0,1,3,140,0,4,0
2015-04-04,2015,"Round 1","MCG","Sam Frost","Melbourne","Gold Coast","Home",5965,0,7,4,5,45.5,0,0,1,0,82,3,8,11,2,0,2,5,4,1,3,2,0,0,2,51,48,2,1,4,57,1,1,1
2015-04-04,2015,"Round 1","MCG","Dean Kent","Melbourne","Gold Coast","Home",5965,0,5,6,6,60,0,0,0,0,66,8,2,10,1,0,0,2,0,4,3,2,1,2,0,41,45,0,3,3,292,4,0,1
2015-04-04,2015,"Round 1","MCG","Angus Brayshaw","Melbourne","Gold Coast","Home",5965,1,4,7,8,88.9,1,1,0,0,62,7,2,9,2,0,0,9,0,4,0,0,0,2,0,69,86,0,0,3,247,3,1,0
2015-04-04,2015,"Round 1","MCG","Jimmy Toumpas","Melbourne","Gold Coast","Home",5965,0,4,2,1,16.7,0,0,0,0,27,2,4,6,0,0,0,0,0,1,0,2,0,0,0,14,12,0,0,0,27,4,3,0
2015-04-04,2015,"Round 1","MCG","Mark Jamar","Melbourne","Gold Coast","Home",5965,0,5,1,3,60,1,1,2,0,83,5,0,5,2,1,1,1,29,0,1,1,0,2,0,63,90,1,0,7,134,1,1,0
2015-04-04,2015,"Round 1","MCG","Dion Prestia","Gold Coast","Melbourne","Away",5965,0,16,12,15,51.7,0,2,5,0,79,19,10,29,3,0,2,4,0,6,8,5,2,3,2,101,107,4,4,7,497,6,4,1
2015-04-04,2015,"Round 1","MCG","Michael Rischitelli","Gold Coast","Melbourne","Away",5965,0,8,13,14,66.7,0,1,3,0,81,16,5,21,6,2,1,2,1,2,5,1,1,0,0,98,102,1,4,6,525,3,1,0
2015-04-04,2015,"Round 1","MCG","Harley Bennell","Gold Coast","Melbourne","Away",5965,0,10,9,13,61.9,0,3,2,1,95,11,10,21,3,1,0,1,1,4,4,0,1,0,0,73,96,1,3,6,305,3,3,0
2015-04-04,2015,"Round 1","MCG","Gary Ablett","Gold Coast","Melbourne","Away",5965,2,16,4,15,78.9,1,0,1,0,94,12,7,19,1,2,0,0,0,3,5,4,2,2,2,61,119,1,4,8,353,7,5,0
2015-04-04,2015,"Round 1","MCG","Nick Malceski","Gold Coast","Melbourne","Away",5965,0,2,13,10,55.6,0,0,2,1,90,16,2,18,6,0,0,3,0,4,0,2,3,1,1,80,79,0,0,3,511,3,3,0
2015-04-04,2015,"Round 1","MCG","Steven May","Gold Coast","Melbourne","Away",5965,1,6,10,15,88.2,1,0,10,1,92,10,7,17,5,0,0,1,0,2,2,1,4,0,0,63,104,0,1,3,178,2,6,0
2015-04-04,2015,"Round 1","MCG","Jarrod Harbrow","Gold Coast","Melbourne","Away",5965,0,6,10,12,75,0,0,1,0,93,9,7,16,6,1,0,4,0,3,2,2,2,1,0,82,86,2,0,5,215,0,3,0
2015-04-04,2015,"Round 1","MCG","David Swallow","Gold Coast","Melbourne","Away",5965,0,9,7,9,56.2,0,0,0,0,85,11,5,16,1,1,0,6,1,4,5,2,2,1,1,75,79,1,4,4,322,3,2,2
2015-04-04,2015,"Round 1","MCG","Mitchell Hallahan","Gold Coast","Melbourne","Away",5965,0,9,8,8,50,0,0,0,0,70,9,7,16,3,0,1,5,0,3,5,5,2,0,2,65,56,2,3,4,287,8,2,0
2015-04-04,2015,"Round 1","MCG","Matt Shaw","Gold Coast","Melbourne","Away",5965,0,5,11,9,56.2,1,0,0,0,92,13,3,16,5,0,0,0,0,3,0,3,1,1,1,58,44,0,0,4,297,3,4,0
2015-04-04,2015,"Round 1","MCG","Trent McKenzie","Gold Coast","Melbourne","Away",5965,0,9,7,8,53.3,0,0,1,0,82,9,6,15,3,0,0,2,0,0,0,7,3,2,1,55,44,0,0,2,239,9,9,1
2015-04-04,2015,"Round 1","MCG","Kade Kolodjashnij","Gold Coast","Melbourne","Away",5965,0,4,9,11,84.6,0,0,2,0,96,7,6,13,3,0,0,0,0,1,0,2,1,1,2,37,47,0,0,4,139,4,3,0
2015-04-04,2015,"Round 1","MCG","Adam Saad","Gold Coast","Melbourne","Away",5965,1,6,9,10,76.9,1,1,4,2,85,8,5,13,4,1,0,4,0,2,1,4,4,0,2,62,89,0,1,3,289,3,5,0
2015-04-04,2015,"Round 1","MCG","Daniel Gorringe","Gold Coast","Melbourne","Away",5965,1,5,8,9,75,0,2,0,0,77,5,7,12,3,1,0,5,4,1,3,1,0,2,0,70,71,3,0,7,133,0,2,1
2015-04-04,2015,"Round 1","MCG","Greg Broughton","Gold Coast","Melbourne","Away",5965,0,7,5,11,100,0,0,2,0,77,3,8,11,2,0,0,3,0,0,2,1,1,0,1,40,54,0,2,2,88,0,4,0
2015-04-04,2015,"Round 1","MCG","Jack Martin","Gold Coast","Melbourne","Away",5965,1,6,5,8,72.7,3,3,0,0,76,7,4,11,7,0,1,4,1,3,0,2,0,0,0,68,64,0,0,5,146,2,0,2
2015-04-04,2015,"Round 1","MCG","Rory Thompson","Gold Coast","Melbourne","Away",5965,0,0,7,8,100,0,0,9,0,92,7,1,8,3,0,0,1,0,2,0,0,1,0,0,36,56,0,0,2,241,2,1,0
2015-04-04,2015,"Round 1","MCG","Alex Sexton","Gold Coast","Melbourne","Away",5965,1,0,8,6,75,0,0,2,1,90,8,0,8,6,1,1,3,0,3,0,3,0,0,3,52,54,0,0,4,397,4,0,2
2015-04-04,2015,"Round 1","MCG","Zac Smith","Gold Coast","Melbourne","Away",5965,0,4,3,4,66.7,1,1,1,0,84,5,1,6,4,0,0,1,37,0,1,3,2,1,2,65,75,1,0,1,119,3,1,0
2015-04-04,2015,"Round 1","MCG","Touk Miller","Gold Coast","Melbourne","Away",5965,0,2,4,2,33.3,0,1,0,0,73,5,1,6,2,1,1,4,0,0,0,2,0,1,1,44,30,0,0,2,116,2,0,2
2015-04-04,2015,"Round 1","MCG","Jarrod Garlett","Gold Coast","Melbourne","Away",5965,0,2,3,3,60,0,0,0,0,32,3,2,5,1,0,0,0,0,1,0,0,0,0,0,16,15,0,0,1,97,1,0,0
2015-04-04,2015,"Round 1","MCG","Sam Day","Gold Coast","Melbourne","Away",5965,0,4,0,3,75,3,2,0,0,65,4,0,4,3,2,1,0,0,0,0,0,0,0,0,34,42,0,0,3,30,0,1,0
2015-04-04,2015,"Round 1","Accor Stadium","Luke Parker","Sydney","Essendon","Home",5966,0,17,15,20,57.1,0,0,0,0,63,17,18,35,1,0,0,6,1,3,10,7,1,2,2,111,98,3,7,4,302,8,3,0
2015-04-04,2015,"Round 1","Accor Stadium","Josh P. Kennedy","Sydney","Essendon","Home",5966,0,24,8,17,56.7,0,0,2,0,90,10,20,30,1,0,0,6,0,2,9,3,1,3,2,94,127,2,7,3,278,5,4,0
2015-04-04,2015,"Round 1","Accor Stadium","Kieren Jack","Sydney","Essendon","Home",5966,0,12,16,20,69,0,0,1,0,81,17,12,29,5,1,2,3,0,6,6,3,2,0,2,104,126,2,4,6,570,5,6,0
2015-04-04,2015,"Round 1","Accor Stadium","Daniel Hannebery","Sydney","Essendon","Home",5966,1,14,12,20,76.9,0,0,0,0,87,12,14,26,1,0,0,8,0,6,8,1,0,3,1,99,133,0,8,3,472,5,0,0
2015-04-04,2015,"Round 1","Accor Stadium","Jeremy Laidler","Sydney","Essendon","Home",5966,0,10,14,18,81.8,0,1,2,0,80,11,11,22,1,1,0,0,2,4,0,0,2,2,0,68,92,0,0,2,311,3,7,0
2015-04-04,2015,"Round 1","Accor Stadium","Craig Bird","Sydney","Essendon","Home",5966,0,9,11,12,60,0,1,2,0,89,11,9,20,3,2,0,3,0,3,3,4,0,2,2,80,93,0,3,6,284,5,4,0
2015-04-04,2015,"Round 1","Accor Stadium","Dane Rampe","Sydney","Essendon","Home",5966,0,7,12,13,72.2,0,0,4,2,85,8,10,18,5,0,0,6,0,1,1,3,3,1,2,78,98,1,1,2,304,3,7,0
2015-04-04,2015,"Round 1","Accor Stadium","Rhyce Shaw","Sydney","Essendon","Home",5966,0,5,10,9,52.9,0,0,2,0,84,13,4,17,2,0,0,2,0,2,1,5,3,0,1,58,51,0,0,2,314,5,6,0
2015-04-04,2015,"Round 1","Accor Stadium","Heath Grundy","Sydney","Essendon","Home",5966,0,6,8,13,76.5,0,0,8,0,93,6,11,17,2,0,0,2,0,3,1,2,2,0,0,54,71,0,0,3,166,3,11,0
2015-04-04,2015,"Round 1","Accor Stadium","Harry Cunningham","Sydney","Essendon","Home",5966,1,8,9,10,58.8,1,1,0,0,85,5,12,17,3,0,0,3,0,0,2,1,0,0,0,60,71,1,1,2,2,3,0,1
2015-04-04,2015,"Round 1","Accor Stadium","Isaac Heeney","Sydney","Essendon","Home",5966,0,8,8,9,52.9,1,0,0,0,78,13,4,17,3,1,2,7,0,7,2,2,0,0,0,92,96,0,3,6,454,5,3,1
2015-04-04,2015,"Round 1","Accor Stadium","Dean Towers","Sydney","Essendon","Home",5966,1,6,10,10,62.5,0,0,0,0,84,6,10,16,1,0,0,2,0,3,2,1,1,1,0,50,62,1,1,4,132,6,1,0
2015-04-04,2015,"Round 1","Accor Stadium","Gary Rohan","Sydney","Essendon","Home",5966,0,7,8,11,73.3,0,0,4,0,81,9,6,15,4,0,1,0,0,2,0,3,4,0,2,46,60,0,0,3,395,2,5,0
2015-04-04,2015,"Round 1","Accor Stadium","Lewis Jetta","Sydney","Essendon","Home",5966,1,5,8,13,86.7,0,0,0,0,85,12,3,15,2,0,0,3,0,3,2,3,2,0,1,57,63,0,2,3,315,4,3,0
2015-04-04,2015,"Round 1","Accor Stadium","Nick Smith","Sydney","Essendon","Home",5966,1,6,7,12,85.7,0,0,2,0,95,10,4,14,1,0,0,2,0,3,1,1,3,2,0,51,78,1,0,1,305,2,6,0
2015-04-04,2015,"Round 1","Accor Stadium","Jake Lloyd","Sydney","Essendon","Home",5966,0,4,8,6,46.2,0,0,0,0,36,10,3,13,4,0,0,0,0,3,0,4,1,0,1,45,27,0,1,1,254,3,1,0
2015-04-04,2015,"Round 1","Accor Stadium","Lance Franklin","Sydney","Essendon","Home",5966,1,8,8,9,75,0,0,4,0,93,9,3,12,1,3,1,4,0,4,2,7,1,3,5,59,90,0,2,7,238,7,2,2
2015-04-04,2015,"Round 1","Accor Stadium","Kurt Tippett","Sydney","Essendon","Home",5966,1,10,0,5,50,3,2,3,0,85,6,4,10,3,2,2,3,22,0,0,2,1,2,0,85,91,0,1,6,51,2,1,0
2015-04-04,2015,"Round 1","Accor Stadium","Adam Goodes","Sydney","Essendon","Home",5966,0,2,9,4,44.4,0,0,1,0,56,4,5,9,2,0,1,4,0,2,0,1,0,0,1,42,35,0,0,3,171,0,0,0
2015-04-04,2015,"Round 1","Accor Stadium","Sam Reid","Sydney","Essendon","Home",5966,0,4,5,8,88.9,0,0,2,0,88,3,6,9,3,0,0,1,4,1,0,0,1,0,0,38,45,0,0,1,76,1,4,1
2015-04-04,2015,"Round 1","Accor Stadium","Ted Richards","Sydney","Essendon","Home",5966,0,2,5,6,75,1,0,12,0,94,7,1,8,2,0,0,1,0,0,0,1,4,1,0,34,61,0,0,0,167,1,3,0
2015-04-04,2015,"Round 1","Accor Stadium","Mike Pyke","Sydney","Essendon","Home",5966,0,2,1,3,60,0,0,3,0,89,5,0,5,0,0,0,5,37,2,3,3,0,2,3,65,65,0,3,2,85,1,0,0
2015-04-04,2015,"Round 1","Accor Stadium","Dyson Heppell","Essendon","Sydney","Away",5966,1,12,13,18,69.2,1,0,1,0,82,19,7,26,5,1,0,3,4,7,6,2,1,3,0,111,117,2,4,2,491,6,1,1
2015-04-04,2015,"Round 1","Accor Stadium","Jobe Watson","Essendon","Sydney","Away",5966,0,14,9,17,77.3,0,0,1,0,84,9,13,22,3,1,0,6,4,2,10,3,1,0,1,93,104,1,6,2,198,2,5,0
2015-04-04,2015,"Round 1","Accor Stadium","Brendon Goddard","Essendon","Sydney","Away",5966,0,10,11,13,61.9,0,0,0,0,86,10,11,21,2,1,1,1,0,0,3,2,3,3,0,72,66,0,3,3,263,4,6,0
2015-04-04,2015,"Round 1","Accor Stadium","Jake Melksham","Essendon","Sydney","Away",5966,1,10,9,12,60,0,0,1,1,92,16,4,20,4,1,1,9,0,4,6,11,2,2,6,95,91,1,4,5,461,4,3,2
2015-04-04,2015,"Round 1","Accor Stadium","Dustin Fletcher","Essendon","Sydney","Away",5966,0,5,10,9,47.4,0,0,8,0,91,15,4,19,3,0,0,0,0,0,0,0,5,0,0,62,74,0,0,0,375,7,8,0
2015-04-04,2015,"Round 1","Accor Stadium","Cale Hooker","Essendon","Sydney","Away",5966,0,8,11,15,78.9,0,0,9,0,98,13,6,19,7,0,1,0,1,2,0,0,7,1,0,75,106,0,0,2,359,4,11,0
2015-04-04,2015,"Round 1","Accor Stadium","Michael Hurley","Essendon","Sydney","Away",5966,0,9,9,13,68.4,0,0,7,0,94,16,3,19,5,0,0,1,0,1,0,4,7,2,2,69,88,0,0,1,469,6,11,0
2015-04-04,2015,"Round 1","Accor Stadium","David Zaharakis","Essendon","Sydney","Away",5966,0,10,9,14,73.7,0,0,1,0,86,8,11,19,3,0,0,4,0,0,6,4,3,0,1,68,76,1,4,3,225,4,3,0
2015-04-04,2015,"Round 1","Accor Stadium","Travis Colyer","Essendon","Sydney","Away",5966,0,9,7,10,52.6,0,0,0,1,87,13,6,19,0,1,1,2,0,3,4,3,0,1,0,67,64,0,4,2,300,6,2,0
2015-04-04,2015,"Round 1","Accor Stadium","Ben Howlett","Essendon","Sydney","Away",5966,1,11,6,12,63.2,0,0,1,1,82,10,9,19,1,0,0,12,0,3,7,2,1,3,1,99,95,1,6,1,245,2,1,1
